Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
Asia,Indonesia,Meat,Online,H,06/10/0012,258314597,08/10/0012,9884,421.89,364.69
Asia,Sri Lanka,Office Supplies,Offline,H,03/01/0012,367544877,08/02/0012,3552,651.21,524.96
Asia,Indonesia,Baby Food,Online,H,25/12/0011,676937472,03/01/0012,9696,255.28,159.42
Asia,India,Cereal,Online,M,09/02/0012,154070651,06/03/0012,1784,205.7,117.11
Asia,Sri Lanka,Snacks,Offline,M,19/07/0017,570676505,01/08/0017,4714,152.58,97.44
Asia,Indonesia,Beverages,Offline,M,10/02/0013,518916738,01/03/0013,7849,47.45,31.79
Asia,Indonesia,Office Supplies,Offline,M,11/08/0012,348832499,11/09/0012,6143,651.21,524.96
Asia,Sri Lanka,Snacks,Online,H,30/08/0015,898105990,15/09/0015,8375,152.58,97.44
Asia,India,Cosmetics,Offline,H,22/06/0012,271843230,07/07/0012,3308,437.2,263.33
Asia,India,Fruits,Online,M,21/04/0012,199378955,09/06/0012,9518,9.33,6.92
Asia,India,Snacks,Online,M,08/11/0010,703896033,25/11/0010,7333,152.58,97.44
Asia,Indonesia,Office Supplies,Online,H,25/02/0014,113921201,09/04/0014,670,651.21,524.96
Asia,Indonesia,Baby Food,Offline,H,22/05/0013,520776689,24/05/0013,8250,255.28,159.42
Asia,Indonesia,Clothes,Online,H,17/03/0013,551075780,20/03/0013,4424,109.28,35.84
Asia,Indonesia,Baby Food,Online,H,09/10/0012,746118295,23/10/0012,1839,255.28,159.42
Asia,Indonesia,Meat,Offline,M,18/02/0011,377313268,25/03/0011,4236,421.89,364.69
Asia,Sri Lanka,Snacks,Offline,M,18/12/0011,212708890,27/01/0012,4142,152.58,97.44
Asia,Sri Lanka,Office Supplies,Offline,H,05/05/0017,478059613,06/06/0017,7318,651.21,524.96
Asia,Indonesia,Vegetables,Offline,H,24/03/0010,156678617,04/04/0010,3539,154.06,90.93
Asia,Sri Lanka,Fruits,Offline,M,26/08/0014,442263925,29/08/0014,4578,9.33,6.92
Asia,India,Vegetables,Offline,M,31/10/0012,758124721,01/12/0012,4807,154.06,90.93
Asia,Indonesia,Fruits,Offline,M,06/06/0012,291756808,16/06/0012,6178,9.33,6.92
Asia,Indonesia,Household,Online,M,07/09/0012,214388167,28/09/0012,1078,668.27,502.54
Asia,Sri Lanka,Office Supplies,Offline,M,10/01/0013,918004119,26/01/0013,6674,651.21,524.96
Asia,Indonesia,Clothes,Offline,H,21/11/0016,570298421,19/12/0016,2831,109.28,35.84
Asia,Indonesia,Personal Care,Online,H,22/08/0015,132749021,10/10/0015,2240,81.73,56.67
Asia,Sri Lanka,Meat,Online,H,31/03/0014,479088294,11/05/0014,1727,421.89,364.69
Asia,Sri Lanka,Vegetables,Offline,M,16/04/0013,428439176,25/05/0013,3528,154.06,90.93
Asia,Indonesia,Cereal,Online,H,22/06/0016,666198766,12/07/0016,1874,205.7,117.11
Asia,Sri Lanka,Cosmetics,Offline,M,23/06/0011,268304002,23/06/0011,5971,437.2,263.33
Asia,Sri Lanka,Cereal,Online,M,01/04/0015,403439271,02/05/0015,5500,205.7,117.11
Asia,India,Household,Offline,M,01/10/0012,317390573,09/10/0012,1778,668.27,502.54
Asia,Sri Lanka,Vegetables,Online,M,08/08/0010,833138597,22/08/0010,3080,154.06,90.93
Asia,Indonesia,Fruits,Online,H,25/07/0016,607361829,29/08/0016,717,9.33,6.92
Asia,India,Vegetables,Offline,M,07/12/0010,332004964,18/12/0010,6502,154.06,90.93
Asia,India,Office Supplies,Online,M,21/10/0013,884381234,27/10/0013,6915,651.21,524.96
Asia,India,Baby Food,Online,M,15/02/0013,482471740,20/02/0013,2964,255.28,159.42
Asia,India,Baby Food,Offline,M,27/01/0016,484586179,01/02/0016,8674,255.28,159.42
Asia,India,Fruits,Online,M,03/02/0015,945275533,12/02/0015,6891,9.33,6.92
Asia,Indonesia,Personal Care,Offline,M,12/05/0010,296365058,13/06/0010,9861,81.73,56.67
Asia,Indonesia,Office Supplies,Online,M,01/10/0011,239346444,14/11/0011,6786,651.21,524.96
Asia,Indonesia,Cereal,Online,H,14/01/0017,388784539,13/02/0017,8840,205.7,117.11
Asia,India,Baby Food,Online,M,11/12/0010,645059096,11/01/0011,6176,255.28,159.42
Asia,India,Meat,Online,M,17/11/0014,277480161,01/01/0015,1401,421.89,364.69
Asia,Indonesia,Cosmetics,Online,M,20/06/0013,695765292,04/07/0013,1266,437.2,263.33
Asia,Sri Lanka,Fruits,Online,M,05/03/0014,835590779,05/03/0014,8735,9.33,6.92
Asia,Indonesia,Household,Offline,M,18/09/0010,647963178,07/10/0010,5558,668.27,502.54
Asia,Indonesia,Meat,Online,H,03/12/0012,414532458,13/01/0013,8221,421.89,364.69
Asia,India,Snacks,Online,M,25/10/0015,165147101,26/10/0015,9552,152.58,97.44
Asia,India,Office Supplies,Offline,H,16/11/0010,870499408,26/11/0010,8974,651.21,524.96
Asia,Sri Lanka,Fruits,Online,M,23/01/0013,169218909,06/02/0013,4491,9.33,6.92
Asia,Indonesia,Cosmetics,Offline,H,27/07/0013,577852380,19/08/0013,8215,437.2,263.33
Asia,India,Baby Food,Offline,M,29/05/0017,288120162,14/06/0017,13,255.28,159.42
Asia,Indonesia,Office Supplies,Online,M,18/10/0010,101322543,08/11/0010,2447,651.21,524.96
Asia,Sri Lanka,Clothes,Offline,M,11/03/0013,812097632,22/04/0013,6591,109.28,35.84
Asia,India,Office Supplies,Offline,M,24/01/0016,984157264,07/02/0016,2859,651.21,524.96
Asia,Sri Lanka,Office Supplies,Offline,H,28/09/0012,384653079,09/10/0012,6249,651.21,524.96
Asia,India,Clothes,Online,H,05/07/0014,290769755,12/08/0014,4087,109.28,35.84
Asia,Sri Lanka,Personal Care,Online,H,11/02/0012,384315335,06/03/0012,6303,81.73,56.67
Asia,India,Personal Care,Offline,H,02/04/0015,617310893,07/05/0015,4866,81.73,56.67
Asia,India,Snacks,Offline,M,15/02/0017,964202058,20/03/0017,7670,152.58,97.44
Asia,India,Baby Food,Offline,M,01/09/0012,864031207,06/09/0012,4890,255.28,159.42
Asia,India,Fruits,Offline,H,31/07/0012,288613688,02/08/0012,6059,9.33,6.92
Asia,India,Baby Food,Online,H,18/12/0012,941498553,30/12/0012,9199,255.28,159.42
Asia,India,Beverages,Offline,H,30/09/0010,227620685,01/11/0010,6874,47.45,31.79
Asia,Indonesia,Cosmetics,Online,M,14/07/0016,852954757,13/08/0016,7122,437.2,263.33
Asia,Sri Lanka,Cereal,Online,H,05/04/0011,762632977,24/05/0011,8900,205.7,117.11
Asia,Sri Lanka,Clothes,Offline,H,25/10/0011,810040271,18/11/0011,7772,109.28,35.84
Asia,India,Personal Care,Offline,H,11/05/0016,974249827,30/06/0016,1029,81.73,56.67
Asia,India,Vegetables,Online,M,23/01/0017,424325740,06/03/0017,6271,154.06,90.93
Asia,Sri Lanka,Cosmetics,Online,H,08/04/0013,305523192,14/04/0013,9957,437.2,263.33
Asia,India,Personal Care,Offline,M,12/08/0013,514251410,28/08/0013,7275,81.73,56.67
Asia,Indonesia,Beverages,Offline,M,14/02/0015,371239888,05/04/0015,6988,47.45,31.79
Asia,Indonesia,Personal Care,Offline,H,16/08/0012,927632176,28/08/0012,5830,81.73,56.67
Asia,India,Meat,Online,H,21/03/0013,776755130,23/03/0013,7959,421.89,364.69
Asia,Sri Lanka,Vegetables,Online,H,04/03/0014,526157844,02/04/0014,653,154.06,90.93
Asia,Sri Lanka,Personal Care,Online,M,23/12/0015,832743775,06/02/0016,6243,81.73,56.67
Asia,Indonesia,Personal Care,Online,M,06/10/0014,257088506,14/10/0014,7057,81.73,56.67
Asia,India,Cereal,Online,H,01/05/0016,498213517,05/06/0016,1306,205.7,117.11
Asia,India,Clothes,Online,H,13/02/0013,435163152,01/04/0013,3302,109.28,35.84
Asia,India,Snacks,Online,H,04/07/0017,320279204,23/08/0017,6589,152.58,97.44
Asia,Indonesia,Baby Food,Online,H,28/03/0014,864088284,05/05/0014,1780,255.28,159.42
Asia,Sri Lanka,Beverages,Online,M,16/12/0013,889424645,31/01/0014,9372,47.45,31.79
Asia,Sri Lanka,Personal Care,Offline,H,03/03/0013,689181649,12/03/0013,3020,81.73,56.67
Asia,Sri Lanka,Office Supplies,Offline,M,22/12/0015,920118558,06/01/0016,2383,651.21,524.96
Asia,Sri Lanka,Office Supplies,Offline,M,28/01/0011,439811742,14/02/0011,8923,651.21,524.96
Asia,Indonesia,Clothes,Online,M,24/07/0015,988822591,10/08/0015,3433,109.28,35.84
Asia,India,Beverages,Offline,H,07/04/0014,768567311,25/04/0014,5002,47.45,31.79
Asia,India,Cosmetics,Offline,H,15/03/0015,743609035,30/04/0015,9293,437.2,263.33
Asia,India,Fruits,Online,M,10/03/0014,549891316,25/04/0014,3915,9.33,6.92
Asia,Sri Lanka,Cosmetics,Online,H,12/04/0016,410640037,25/05/0016,6367,437.2,263.33
Asia,India,Household,Online,M,23/02/0010,900699794,08/04/0010,5939,668.27,502.54
Asia,Indonesia,Baby Food,Offline,M,04/06/0016,923559081,17/06/0016,510,255.28,159.42
Asia,Indonesia,Baby Food,Offline,H,09/07/0014,275381171,20/08/0014,263,255.28,159.42
Asia,Sri Lanka,Office Supplies,Online,H,11/05/0017,553667008,16/05/0017,1226,651.21,524.96
Asia,Indonesia,Baby Food,Online,H,11/10/0013,936214816,27/10/0013,5624,255.28,159.42
Asia,Indonesia,Office Supplies,Online,M,05/09/0016,846190440,28/09/0016,5410,651.21,524.96
Asia,India,Beverages,Offline,M,12/12/0011,985227572,20/12/0011,9587,47.45,31.79
Asia,Sri Lanka,Vegetables,Offline,M,28/12/0016,435894429,13/01/0017,9703,154.06,90.93
Asia,Indonesia,Clothes,Online,H,24/03/0013,539308393,29/03/0013,2193,109.28,35.84
Asia,Indonesia,Cereal,Online,M,26/11/0013,413347995,29/12/0013,7712,205.7,117.11
Asia,Sri Lanka,Meat,Online,H,14/09/0010,627850902,15/09/0010,3889,421.89,364.69
Asia,Indonesia,Baby Food,Offline,H,22/02/0017,580304563,03/03/0017,3871,255.28,159.42
Asia,Sri Lanka,Office Supplies,Online,M,30/01/0017,464432275,31/01/0017,4686,651.21,524.96
Asia,Indonesia,Meat,Offline,M,07/10/0012,480372750,09/10/0012,1827,421.89,364.69
Asia,India,Snacks,Offline,H,27/11/0011,786704194,29/11/0011,2108,152.58,97.44
Asia,India,Cosmetics,Offline,H,17/11/0015,792398202,01/12/0015,7092,437.2,263.33
Asia,Indonesia,Baby Food,Offline,M,06/03/0016,588731420,20/03/0016,7565,255.28,159.42
Asia,Indonesia,Beverages,Offline,H,25/08/0015,707927501,25/09/0015,334,47.45,31.79
Asia,Indonesia,Meat,Online,M,19/02/0016,124462497,06/04/0016,73,421.89,364.69
Asia,Sri Lanka,Clothes,Online,H,20/10/0012,111904180,12/11/0012,3788,109.28,35.84
Asia,Indonesia,Clothes,Online,H,12/04/0013,591381013,18/05/0013,1638,109.28,35.84
Asia,Indonesia,Household,Offline,M,04/07/0015,124124753,13/07/0015,128,668.27,502.54
Asia,India,Beverages,Online,M,15/02/0013,569846522,14/03/0013,9104,47.45,31.79
Asia,Indonesia,Beverages,Offline,M,05/11/0012,195856463,23/11/0012,7135,47.45,31.79
Asia,Sri Lanka,Personal Care,Online,M,18/01/0016,873049008,14/02/0016,3458,81.73,56.67
Asia,Indonesia,Cereal,Online,M,13/11/0016,403695046,18/12/0016,1190,205.7,117.11
Asia,Indonesia,Meat,Online,H,02/02/0010,738621413,02/02/0010,3345,421.89,364.69
Asia,Indonesia,Fruits,Offline,M,18/02/0016,299212062,28/03/0016,2353,9.33,6.92
Asia,Sri Lanka,Baby Food,Offline,H,06/09/0011,404608285,19/10/0011,1438,255.28,159.42
Asia,India,Clothes,Online,H,22/04/0011,187653195,30/05/0011,9605,109.28,35.84
Asia,India,Meat,Online,M,05/05/0012,901094615,17/05/0012,2776,421.89,364.69
Asia,Indonesia,Cosmetics,Online,M,02/01/0015,854040515,22/01/0015,8422,437.2,263.33
Asia,India,Fruits,Offline,H,14/01/0013,807054221,16/01/0013,4133,9.33,6.92
Asia,India,Fruits,Offline,M,15/09/0012,665746867,04/10/0012,8147,9.33,6.92
Asia,Indonesia,Meat,Online,M,09/04/0010,267827212,27/05/0010,4879,421.89,364.69
Asia,Sri Lanka,Vegetables,Offline,M,15/08/0011,261539685,28/09/0011,4260,154.06,90.93
Asia,India,Personal Care,Offline,H,30/05/0012,719341695,14/07/0012,8048,81.73,56.67
Asia,Sri Lanka,Beverages,Online,M,27/05/0015,709729087,11/07/0015,3463,47.45,31.79
Asia,Sri Lanka,Cosmetics,Online,H,15/02/0016,191725003,05/04/0016,4544,437.2,263.33
Asia,India,Cosmetics,Online,H,27/08/0013,669087398,08/09/0013,6684,437.2,263.33
Asia,India,Beverages,Online,H,21/10/0016,279636228,20/11/0016,9429,47.45,31.79
Asia,India,Beverages,Offline,M,02/10/0011,789847314,12/10/0011,2227,47.45,31.79
Asia,Sri Lanka,Household,Online,M,22/11/0016,906927669,02/01/0017,8906,668.27,502.54
Asia,Sri Lanka,Beverages,Online,M,27/10/0010,604555165,23/11/0010,163,47.45,31.79
Asia,Indonesia,Household,Offline,H,30/05/0014,433360278,15/07/0014,9791,668.27,502.54
Asia,Sri Lanka,Meat,Offline,M,28/09/0014,383426988,16/10/0014,3421,421.89,364.69
Asia,India,Clothes,Online,M,26/05/0015,832604730,24/06/0015,5097,109.28,35.84
Asia,Sri Lanka,Beverages,Offline,H,05/09/0016,239132297,01/10/0016,3415,47.45,31.79
Asia,Sri Lanka,Personal Care,Online,M,17/01/0011,225899779,01/02/0011,7620,81.73,56.67
Asia,Sri Lanka,Snacks,Online,M,18/04/0015,692958629,24/04/0015,712,152.58,97.44
Asia,Indonesia,Cosmetics,Online,H,07/04/0015,955042636,28/04/0015,7194,437.2,263.33
Asia,India,Personal Care,Offline,H,13/06/0013,135975396,10/07/0013,6996,81.73,56.67
Asia,Sri Lanka,Cereal,Offline,H,30/07/0012,490559566,04/09/0012,6332,205.7,117.11
Asia,Sri Lanka,Cosmetics,Online,M,27/09/0011,591364276,29/09/0011,6686,437.2,263.33
Asia,Indonesia,Office Supplies,Online,M,04/08/0012,360599887,01/09/0012,8375,651.21,524.96
Asia,Indonesia,Personal Care,Offline,M,10/06/0017,614084517,15/06/0017,110,81.73,56.67
Asia,Sri Lanka,Clothes,Offline,H,03/07/0013,965172374,25/07/0013,4809,109.28,35.84
Asia,Sri Lanka,Vegetables,Offline,H,15/10/0014,300816237,01/11/0014,7064,154.06,90.93
Asia,Sri Lanka,Cereal,Online,H,28/11/0014,718015611,14/01/0015,5630,205.7,117.11
Asia,Sri Lanka,Meat,Online,H,29/06/0014,726541173,17/07/0014,8533,421.89,364.69
Asia,India,Household,Online,H,24/02/0012,308906638,17/03/0012,1194,668.27,502.54
Asia,Sri Lanka,Office Supplies,Offline,H,30/06/0016,444180953,18/07/0016,1870,651.21,524.96
Asia,Sri Lanka,Personal Care,Online,H,26/11/0016,760476911,09/12/0016,872,81.73,56.67
Asia,Indonesia,Vegetables,Online,H,09/02/0011,254397284,10/02/0011,665,154.06,90.93
Asia,India,Personal Care,Offline,M,26/06/0015,198589313,06/07/0015,5846,81.73,56.67
Asia,Sri Lanka,Fruits,Online,H,02/06/0014,860985505,30/06/0014,3599,9.33,6.92
Asia,Indonesia,Clothes,Online,H,30/04/0015,507544171,11/06/0015,2454,109.28,35.84
Asia,India,Fruits,Online,M,10/05/0011,873980271,15/05/0011,9039,9.33,6.92
Asia,Indonesia,Personal Care,Online,M,04/09/0010,671497952,17/09/0010,21,81.73,56.67
Asia,India,Fruits,Offline,M,03/01/0013,152647149,20/02/0013,538,9.33,6.92
Asia,Indonesia,Cosmetics,Online,H,11/03/0010,267588174,07/04/0010,4142,437.2,263.33
Asia,India,Cosmetics,Online,M,03/07/0014,112398993,20/08/0014,215,437.2,263.33
Asia,Sri Lanka,Vegetables,Offline,H,14/01/0016,888437592,05/02/0016,7282,154.06,90.93
Asia,Indonesia,Vegetables,Offline,H,18/06/0012,946163880,03/07/0012,9773,154.06,90.93
Asia,Sri Lanka,Clothes,Online,H,10/03/0013,590039479,21/04/0013,4649,109.28,35.84
Asia,India,Baby Food,Offline,H,16/05/0014,785337769,21/05/0014,7753,255.28,159.42
Asia,Sri Lanka,Cosmetics,Online,M,03/02/0012,942962396,13/03/0012,2382,437.2,263.33
Asia,Sri Lanka,Cosmetics,Online,M,16/02/0017,753951632,15/03/0017,9897,437.2,263.33
Asia,Indonesia,Clothes,Offline,M,15/10/0015,348042857,27/11/0015,2471,109.28,35.84
Asia,Sri Lanka,Office Supplies,Offline,M,03/02/0010,175250661,16/02/0010,9420,651.21,524.96
Asia,Sri Lanka,Beverages,Offline,H,14/02/0014,652455985,26/03/0014,5080,47.45,31.79
Asia,Indonesia,Vegetables,Online,M,08/05/0014,706109178,11/06/0014,2252,154.06,90.93
Asia,Sri Lanka,Beverages,Online,H,04/02/0010,440996205,01/03/0010,9432,47.45,31.79
Asia,Sri Lanka,Personal Care,Offline,H,03/12/0016,748709523,19/12/0016,8641,81.73,56.67
Asia,Sri Lanka,Snacks,Offline,M,20/04/0013,828868091,20/05/0013,9342,152.58,97.44
Asia,Indonesia,Baby Food,Online,M,24/05/0013,742834842,27/05/0013,192,255.28,159.42
Asia,India,Clothes,Online,H,17/10/0015,854856336,05/12/0015,9841,109.28,35.84
Asia,Indonesia,Baby Food,Offline,M,04/11/0010,478216683,22/11/0010,3798,255.28,159.42
Asia,Indonesia,Cereal,Online,M,02/01/0012,887228238,14/01/0012,9407,205.7,117.11
Asia,India,Baby Food,Online,M,19/05/0015,360189616,31/05/0015,6966,255.28,159.42
Asia,Sri Lanka,Cosmetics,Online,M,01/08/0012,625242936,16/08/0012,2134,437.2,263.33
Asia,Sri Lanka,Household,Online,H,01/11/0011,885647666,20/12/0011,1680,668.27,502.54
Asia,Indonesia,Vegetables,Offline,H,21/12/0011,363883340,29/01/0012,21,154.06,90.93
Asia,Indonesia,Vegetables,Offline,M,18/10/0011,441491019,06/12/0011,5858,154.06,90.93
Asia,Sri Lanka,Snacks,Online,H,28/11/0015,245558869,12/01/0016,5181,152.58,97.44
Asia,Sri Lanka,Beverages,Online,M,27/01/0012,229479348,24/02/0012,6894,47.45,31.79
Asia,Sri Lanka,Vegetables,Offline,M,01/01/0011,486881291,06/01/0011,7849,154.06,90.93
Asia,Sri Lanka,Personal Care,Online,M,13/05/0013,293994843,12/06/0013,8462,81.73,56.67
Asia,India,Vegetables,Offline,H,16/06/0012,108861052,06/07/0012,3259,154.06,90.93
Asia,India,Office Supplies,Online,H,04/05/0017,513560473,18/06/0017,2811,651.21,524.96
Asia,Sri Lanka,Vegetables,Offline,M,08/04/0015,216922318,20/05/0015,989,154.06,90.93
Asia,Indonesia,Baby Food,Online,H,04/12/0010,372071158,27/12/0010,2979,255.28,159.42
Asia,Indonesia,Cosmetics,Online,H,01/05/0014,805251348,02/05/0014,623,437.2,263.33
Asia,Sri Lanka,Fruits,Online,M,15/08/0015,655895221,04/10/0015,2826,9.33,6.92
Asia,Indonesia,Snacks,Online,H,31/12/0016,587068879,16/01/0017,5582,152.58,97.44
Asia,Sri Lanka,Cereal,Offline,M,08/05/0015,570281684,22/06/0015,7878,205.7,117.11
Asia,India,Fruits,Online,M,15/05/0010,609419190,17/05/0010,9536,9.33,6.92
Asia,Indonesia,Vegetables,Offline,M,22/07/0012,384134662,13/08/0012,2838,154.06,90.93
Asia,Indonesia,Cereal,Offline,M,15/09/0011,500327956,19/10/0011,7015,205.7,117.11
Asia,Indonesia,Snacks,Online,M,10/03/0014,221448600,09/04/0014,417,152.58,97.44
Asia,India,Fruits,Online,H,12/06/0014,650893437,29/07/0014,2687,9.33,6.92
Asia,Sri Lanka,Fruits,Offline,M,23/05/0012,342487895,08/07/0012,8634,9.33,6.92
Asia,India,Beverages,Offline,M,28/09/0013,344504916,13/10/0013,5515,47.45,31.79
Asia,Indonesia,Cereal,Online,H,14/09/0015,672625339,24/10/0015,3640,205.7,117.11
Asia,Indonesia,Cereal,Offline,M,16/01/0016,358048999,09/02/0016,3510,205.7,117.11
Asia,Sri Lanka,Snacks,Offline,M,24/07/0012,899134671,18/08/0012,2785,152.58,97.44
Asia,Sri Lanka,Cereal,Offline,M,07/10/0013,519294822,12/10/0013,9732,205.7,117.11
Asia,Indonesia,Personal Care,Online,M,15/05/0017,573779284,07/06/0017,2896,81.73,56.67
Asia,Indonesia,Vegetables,Offline,H,29/10/0010,843104398,16/12/0010,2182,154.06,90.93
Asia,Sri Lanka,Vegetables,Offline,H,12/12/0014,519731271,22/12/0014,8887,154.06,90.93
Asia,Indonesia,Vegetables,Online,H,16/06/0014,810254418,29/07/0014,1143,154.06,90.93
Asia,Sri Lanka,Cosmetics,Online,H,24/07/0012,414952170,05/08/0012,2423,437.2,263.33
Asia,Sri Lanka,Office Supplies,Online,H,19/06/0013,263456714,27/06/0013,1551,651.21,524.96
Asia,Sri Lanka,Vegetables,Offline,M,02/04/0012,111805474,08/04/0012,4579,154.06,90.93
Asia,India,Vegetables,Offline,M,01/06/0014,809111583,21/06/0014,2952,154.06,90.93
Asia,Indonesia,Personal Care,Offline,M,20/02/0013,820203483,04/04/0013,5292,81.73,56.67
Asia,India,Fruits,Online,M,27/08/0011,360880553,30/09/0011,1430,9.33,6.92
Asia,Indonesia,Household,Offline,M,02/03/0010,913610017,15/03/0010,6361,668.27,502.54
Asia,Sri Lanka,Personal Care,Online,M,13/10/0011,243007981,23/11/0011,317,81.73,56.67
Asia,Sri Lanka,Baby Food,Online,M,27/05/0016,962522780,28/05/0016,735,255.28,159.42
Asia,Sri Lanka,Snacks,Offline,M,30/04/0010,109649407,21/05/0010,6551,152.58,97.44
Asia,Sri Lanka,Cereal,Online,M,25/06/0017,292924535,30/07/0017,1734,205.7,117.11
Asia,Sri Lanka,Vegetables,Offline,H,21/11/0013,214864957,16/12/0013,2170,154.06,90.93
Asia,Indonesia,Meat,Online,M,11/05/0010,383739840,14/05/0010,6001,421.89,364.69
Asia,Sri Lanka,Household,Online,M,13/06/0011,692267692,19/07/0011,6249,668.27,502.54
Asia,India,Office Supplies,Online,M,07/03/0011,579457843,15/04/0011,3307,651.21,524.96
Asia,Sri Lanka,Meat,Offline,M,13/06/0011,779642474,19/06/0011,2388,421.89,364.69
Asia,Sri Lanka,Baby Food,Offline,M,29/06/0011,431286180,13/08/0011,6020,255.28,159.42
Asia,Sri Lanka,Beverages,Online,H,30/01/0015,112538039,12/02/0015,1361,47.45,31.79
Asia,India,Cosmetics,Offline,H,30/11/0016,209031903,16/01/0017,6040,437.2,263.33
Asia,Sri Lanka,Clothes,Offline,H,21/12/0010,688786828,30/01/0011,6184,109.28,35.84
Asia,India,Household,Offline,M,04/12/0016,918893754,13/12/0016,9937,668.27,502.54
Asia,Indonesia,Clothes,Offline,H,01/03/0010,604177081,12/04/0010,8279,109.28,35.84
Asia,Sri Lanka,Clothes,Offline,M,06/02/0011,190597617,01/03/0011,925,109.28,35.84
Asia,India,Fruits,Online,M,27/03/0016,466054475,28/03/0016,4731,9.33,6.92
Asia,Sri Lanka,Personal Care,Offline,M,13/05/0016,348181903,21/05/0016,3617,81.73,56.67
Asia,India,Vegetables,Online,H,03/02/0012,518958365,08/02/0012,168,154.06,90.93
Asia,India,Baby Food,Offline,M,06/09/0010,321998822,06/10/0010,5462,255.28,159.42
Asia,Indonesia,Fruits,Offline,M,08/09/0014,478907620,17/10/0014,8262,9.33,6.92
Asia,Sri Lanka,Vegetables,Online,M,07/12/0014,753556811,15/12/0014,3061,154.06,90.93
Asia,India,Beverages,Online,M,06/04/0012,460360467,16/05/0012,9747,47.45,31.79
Asia,India,Vegetables,Offline,H,09/12/0013,893005502,24/01/0014,9027,154.06,90.93
Asia,India,Personal Care,Online,H,04/05/0012,591661679,14/06/0012,4694,81.73,56.67
Asia,Indonesia,Office Supplies,Offline,H,27/03/0012,599568831,16/04/0012,4596,651.21,524.96
Asia,Indonesia,Cereal,Offline,H,09/02/0013,122109019,08/03/0013,3627,205.7,117.11
Asia,Sri Lanka,Clothes,Offline,H,18/09/0016,390347087,11/10/0016,1232,109.28,35.84
Asia,Indonesia,Household,Online,M,13/06/0010,324902904,30/06/0010,4844,668.27,502.54
Asia,Indonesia,Snacks,Online,M,10/06/0011,439392030,26/07/0011,4721,152.58,97.44
Asia,Indonesia,Baby Food,Offline,M,19/11/0016,479302442,27/11/0016,5098,255.28,159.42
Asia,Sri Lanka,Clothes,Online,H,18/08/0013,157550227,21/09/0013,1468,109.28,35.84
Asia,Sri Lanka,Beverages,Offline,H,27/11/0010,498409640,30/12/0010,9343,47.45,31.79
Asia,India,Fruits,Online,M,10/05/0015,368335807,21/05/0015,7605,9.33,6.92
Asia,India,Snacks,Online,M,26/05/0011,438249194,18/06/0011,6530,152.58,97.44
Asia,India,Cereal,Online,M,11/07/0010,103083789,17/08/0010,3639,205.7,117.11
Asia,Indonesia,Personal Care,Offline,M,11/02/0014,355892932,23/03/0014,5482,81.73,56.67
Asia,India,Fruits,Offline,H,04/09/0014,910113704,25/09/0014,1725,9.33,6.92
Asia,Sri Lanka,Vegetables,Offline,H,15/05/0016,351803100,21/05/0016,5210,154.06,90.93
Asia,Sri Lanka,Clothes,Online,M,13/08/0013,391375768,14/09/0013,5642,109.28,35.84
Asia,Indonesia,Beverages,Offline,M,06/01/0015,267094647,16/02/0015,8096,47.45,31.79
Asia,India,Personal Care,Online,H,02/08/0016,333470094,27/08/0016,66,81.73,56.67
Asia,Sri Lanka,Personal Care,Online,H,17/09/0012,170741117,26/09/0012,4945,81.73,56.67
Asia,India,Vegetables,Online,M,10/05/0015,280961024,20/06/0015,1466,154.06,90.93
Asia,India,Cosmetics,Online,M,23/12/0013,366278445,05/02/0014,8786,437.2,263.33
Asia,India,Cereal,Online,H,08/10/0015,775627744,03/11/0015,4340,205.7,117.11
Asia,Indonesia,Baby Food,Offline,M,02/09/0015,918218266,07/10/0015,45,255.28,159.42
Asia,Sri Lanka,Cosmetics,Online,H,26/12/0016,301211059,01/02/0017,3901,437.2,263.33
Asia,Sri Lanka,Meat,Offline,M,15/01/0015,682952487,09/02/0015,9672,421.89,364.69
Asia,Indonesia,Personal Care,Online,H,25/11/0010,708660066,02/01/0011,7116,81.73,56.67
Asia,Indonesia,Baby Food,Online,H,24/09/0014,546368825,08/10/0014,1532,255.28,159.42
Asia,Sri Lanka,Beverages,Offline,H,21/10/0011,584360921,15/11/0011,4237,47.45,31.79
Asia,Sri Lanka,Personal Care,Online,M,06/06/0011,704035079,09/07/0011,8480,81.73,56.67
Asia,India,Baby Food,Offline,H,27/04/0014,733265149,23/05/0014,8307,255.28,159.42
Asia,India,Beverages,Offline,H,01/01/0014,445507037,17/01/0014,4287,47.45,31.79
Asia,India,Baby Food,Offline,H,04/04/0011,798133838,15/04/0011,4394,255.28,159.42
Asia,India,Cereal,Offline,M,30/06/0012,569508779,09/08/0012,9158,205.7,117.11
Asia,Sri Lanka,Vegetables,Offline,H,22/05/0011,680261266,09/06/0011,3280,154.06,90.93
Asia,Sri Lanka,Cereal,Offline,M,10/10/0011,655204284,08/11/0011,8362,205.7,117.11
Asia,India,Baby Food,Offline,M,22/04/0014,967090690,16/05/0014,2481,255.28,159.42
Asia,India,Personal Care,Offline,H,27/04/0011,350635373,29/05/0011,9654,81.73,56.67
Asia,India,Baby Food,Online,M,09/06/0011,327339637,17/06/0011,5928,255.28,159.42
Asia,Indonesia,Office Supplies,Online,M,05/09/0011,199041211,16/09/0011,9572,651.21,524.96
